"analysis_id","draw","replicate","estimand","pooling_rho","regime_control","sites_control","pooled_sites_control","pooled_population_share_control","unweighted_takeup_control","population_weighted_takeup_control","expected_takers_control","population_mean_distance_km_control","population_p90_distance_km_control","site_cost_control","signal_cost_control","travel_cost_control","total_cost_control","target_rate_control","target_slack_takers_control","assigned_away_population_share_control","roundtrip_participant_km_control","taker_mean_distance_km_control","regime_bracelet","sites_bracelet","pooled_sites_bracelet","pooled_population_share_bracelet","unweighted_takeup_bracelet","population_weighted_takeup_bracelet","expected_takers_bracelet","population_mean_distance_km_bracelet","population_p90_distance_km_bracelet","site_cost_bracelet","signal_cost_bracelet","travel_cost_bracelet","total_cost_bracelet","target_rate_bracelet","target_slack_takers_bracelet","assigned_away_population_share_bracelet","roundtrip_participant_km_bracelet","taker_mean_distance_km_bracelet","sites_saved"
"exponential-cluster-weights",1,1,"pooling-000",0,"control",102,34,0.436232457418898,0.344141637597654,0.365675696062698,35123.8819582142,1.22131232850957,3.01991311871783,102,0,0,102,0.365439665743836,22.6711841873184,0.752571523757964,64354.324965416,0.916104960180317,"bracelet",71,57,0.8808041477533,0.363479638430316,0.365665109360301,35122.8650842756,2.39568915255134,3.34212040848236,71,0,0,71,0.365439665743836,21.6543102487194,0.919960021654937,156309.299395169,2.2251786552736,31
"exponential-cluster-weights",1,1,"pooling-050",0.5,"control",102,34,0.436232457418898,0.344141637597654,0.365675696062698,35123.8819582142,1.22131232850957,3.01991311871783,102,0,0,102,0.365439665743836,22.6711841873184,0.752571523757964,64354.324965416,0.916104960180317,"bracelet",83,48,0.694654978553284,0.348384565496492,0.365835905525549,35139.27039754,1.73517795714878,3.27297399145503,83,0,0,83,0.365439665743836,38.0596235131234,0.809322033898305,100063.504950326,1.42381307036658,19
"exponential-cluster-weights",1,1,"pooling-100",1,"control",102,34,0.436232457418898,0.344141637597654,0.365675696062698,35123.8819582142,1.22131232850957,3.01991311871783,102,0,0,102,0.365439665743836,22.6711841873184,0.752571523757964,64354.324965416,0.916104960180317,"bracelet",95,41,0.536917503019198,0.340755616546161,0.365630259713487,35119.5177059998,1.51613736678868,3.24814829764855,95,0,0,95,0.365439665743836,18.3069319728966,0.590575938033565,81563.895612781,1.16123313958333,7
"exponential-cluster-weights",10,10,"pooling-000",0,"control",100,34,0.449589805522009,0.298999405701422,0.333801603293853,32062.3115995812,1.27146427741202,3.20578151406565,100,0,0,100,0.33227667803869,146.472120608898,0.756111273060426,46910.6349568005,0.731554161513004,"bracelet",71,56,0.885884729105068,0.337313790616814,0.338501011503711,32513.6991569545,2.69120219927984,3.39410582051442,71,0,0,71,0.33227667803869,597.859677982171,0.969048015658185,167354.393632403,2.57359817510348,29
"exponential-cluster-weights",10,10,"pooling-050",0.5,"control",100,34,0.449589805522009,0.298999405701422,0.333801603293853,32062.3115995812,1.27146427741202,3.20578151406565,100,0,0,100,0.33227667803869,146.472120608898,0.756111273060426,46910.6349568005,0.731554161513004,"bracelet",84,44,0.653906217465539,0.308520872228068,0.332382834007961,31926.0359721327,1.71024483410011,3.27559102178949,84,0,0,84,0.33227667803869,10.1964931603834,0.799691833590139,77843.4777766854,1.21912218987401,16
"exponential-cluster-weights",10,10,"pooling-100",1,"control",100,34,0.449589805522009,0.298999405701422,0.333801603293853,32062.3115995812,1.27146427741202,3.20578151406565,100,0,0,100,0.33227667803869,146.472120608898,0.756111273060426,46910.6349568005,0.731554161513004,"bracelet",96,39,0.517990255278391,0.296675899874297,0.332600222994469,31946.9166190647,1.48399692943245,3.2766433130779,96,0,0,96,0.33227667803869,31.0771400924241,0.629700578853121,57595.5673519276,0.901426075616274,4
"exponential-cluster-weights",100,100,"pooling-000",0,"control",102,33,0.434785324615833,0.278434373940941,0.304619559134025,29259.3178939413,1.24298216101048,3.18966975273969,102,0,0,102,0.304144093935569,45.6693832420897,0.745492025153042,46188.5326081547,0.789296127400818,"bracelet",71,58,0.895806438179319,0.304308553613556,0.30442184446703,29240.3270047472,2.66617405780798,3.36946382499812,71,0,0,71,0.304144093935569,26.6784940479265,0.96239536917503,149882.269352489,2.56293763965355,31
"exponential-cluster-weights",100,100,"pooling-050",0.5,"control",102,33,0.434785324615833,0.278434373940941,0.304619559134025,29259.3178939413,1.24298216101048,3.18966975273969,102,0,0,102,0.304144093935569,45.6693832420897,0.745492025153042,46188.5326081547,0.789296127400818,"bracelet",85,48,0.671604963977845,0.287296732499631,0.304175496340401,29216.6647744882,1.68023518559287,3.25884867186977,85,0,0,85,0.304144093935569,3.01626378895162,0.787916961645775,76437.9048190148,1.30812167317879,17
"exponential-cluster-weights",100,100,"pooling-100",1,"control",102,33,0.434785324615833,0.278434373940941,0.304619559134025,29259.3178939413,1.24298216101048,3.18966975273969,102,0,0,102,0.304144093935569,45.6693832420897,0.745492025153042,46188.5326081547,0.789296127400818,"bracelet",97,39,0.506434014908591,0.275883941378072,0.304508949888347,29248.6936546755,1.44257004167952,3.25357878179856,97,0,0,97,0.304144093935569,35.0451439762583,0.618945987590055,56135.3103703049,0.959620813036405,5
"exponential-cluster-weights",101,101,"pooling-000",0,"control",102,34,0.437148627826594,0.309522136334695,0.335193548060114,32196.0106782701,1.22720094960264,3.13398607852492,102,0,0,102,0.335121818398004,6.88977750501363,0.752571523757964,53029.9842794693,0.823548991975901,"bracelet",75,54,0.818223462291259,0.326772325233153,0.3361766433869,32290.4389505985,2.01580693558336,3.27297399145503,75,0,0,75,0.335121818398004,101.318049833433,0.905426227460126,113677.689955125,1.76023760669593,27
"exponential-cluster-weights",101,101,"pooling-050",0.5,"control",102,34,0.437148627826594,0.309522136334695,0.335193548060114,32196.0106782701,1.22720094960264,3.13398607852492,102,0,0,102,0.335121818398004,6.88977750501363,0.752571523757964,53029.9842794693,0.823548991975901,"bracelet",90,42,0.591658684879024,0.313885795992872,0.335935883013331,32267.3134351965,1.53406136035854,3.23465370020018,90,0,0,90,0.335121818398004,78.1925344314113,0.792185482863449,74022.393957936,1.14701823730379,12
