"analysis_id","draw","replicate","estimand","regime","sites","pooled_sites","pooled_population_share","unweighted_takeup","population_weighted_takeup","expected_takers","population_mean_distance_km","population_p90_distance_km","site_cost","signal_cost","travel_cost","total_cost","target_rate","target_slack_takers","roundtrip_participant_km","taker_mean_distance_km"
"baseline-posterior",135,135,"population","bracelet",78,49,0.742660225711073,0.326785637504515,0.343648542903619,33008.1298429784,1.88517742867039,3.27559102178949,78,0,0,78,0.342829275767562,78.6922469525671,99685.3113444396,1.51001150047956
"baseline-posterior",135,135,"legacy","control",106,30,0.472222222222222,0.344160519087933,0.344160519087933,49.5591147486624,1.25192604729911,3.13398607852492,106,0,0,106,0.342247783651744,0.275433902811187,75.5505925400283,0.762227018412062
"baseline-posterior",135,135,"legacy","bracelet",81,47,0.763888888888889,0.343689082833631,0.343689082833631,49.4912279280429,1.87537440861668,3.2766433130779,81,0,0,81,0.342247783651744,0.207547082191759,151.178182767657,1.5273230135597
"baseline-posterior",136,136,"population","control",102,34,0.439303710490151,0.311752093866503,0.338052744515812,32470.6422162328,1.22655779410174,3.13398607852492,102,0,0,102,0.336478016546602,151.255770898551,50999.7258816467,0.785320560369927
"baseline-posterior",136,136,"population","bracelet",71,57,0.895317119893391,0.337150297224446,0.336628474717418,32333.8382535574,2.58402267978959,3.32829369418776,71,0,0,71,0.336478016546602,14.4518082231698,162537.507490671,2.5134273607741
"baseline-posterior",136,136,"legacy","control",107,30,0.465277777777778,0.338133366581386,0.338133366581386,48.6912047877196,1.22659011552894,3.0721278373294,107,0,0,107,0.335925569857515,0.317922728237505,74.9365576223825,0.769508147817305
"baseline-posterior",136,136,"legacy","bracelet",71,58,0.909722222222222,0.335939907834192,0.335939907834192,48.3753467281237,2.59774110025539,3.3340404710972,71,0,0,71,0.335925569857515,0.00206466864153043,244.274995687048,2.52478806053741
"baseline-posterior",137,137,"population","control",102,33,0.429819264565027,0.315007412541946,0.338771081608293,32539.6399306397,1.22759682579789,3.18966975273969,102,0,0,102,0.337544660503209,117.800199985479,55955.0139165707,0.859797681164302
"baseline-posterior",137,137,"population","bracelet",88,42,0.608337150710032,0.3197821862229,0.338305486103575,32494.9185512206,1.57841200605956,3.27297399145503,88,0,0,88,0.337544660503209,73.0788205663594,78435.731003175,1.20689225423876
"baseline-posterior",137,137,"legacy","control",107,29,0.458333333333333,0.338959554573082,0.338959554573082,48.8101758585238,1.22980607934852,3.12922663651524,107,0,0,107,0.337108958977251,0.266485765799636,82.0039552690689,0.840029295394849
"baseline-posterior",137,137,"legacy","bracelet",92,39,0.631944444444444,0.337880182069624,0.337880182069624,48.6547462180258,1.58060680176698,3.2766433130779,92,0,0,92,0.337108958977251,0.111056125301623,118.132716829376,1.21398965169825
"baseline-posterior",138,138,"population","control",102,34,0.437148627826594,0.310738871735222,0.333803659820392,32062.5091330683,1.22239917359965,3.13398607852492,102,0,0,102,0.332738244331743,102.335288515715,54243.96914877,0.845909609314145
"baseline-posterior",138,138,"population","bracelet",88,43,0.615583225752717,0.315367086995037,0.334048901741595,32086.0651100836,1.57923609198679,3.27297399145503,88,0,0,88,0.332738244331743,125.891265531078,76706.3196511658,1.1953213862154
"baseline-posterior",138,138,"legacy","control",107,29,0.458333333333333,0.333930226069902,0.333930226069902,48.0859525540659,1.22980607934852,3.12922663651524,107,0,0,107,0.332277829069083,0.237945168117861,78.1509068463406,0.812616811099572
"baseline-posterior",138,138,"legacy","bracelet",92,38,0.625,0.33348668379593,0.33348668379593,48.022082466614,1.5823836070912,3.25257426446003,92,0,0,92,0.332277829069083,0.174075080665936,115.85702975021,1.20628910492122
"baseline-posterior",139,139,"population","control",102,34,0.437148627826594,0.318075376596486,0.342423367807708,32890.449324666,1.22239917359965,3.13398607852492,102,0,0,102,0.340374578331164,196.790326801078,54902.6082123043,0.834628430739168
"baseline-posterior",139,139,"population","bracelet",76,52,0.787823262399534,0.331027432790568,0.34240114844029,32888.3151099867,1.95654545335384,3.27297399145503,76,0,0,76,0.340374578331164,194.656112121775,110757.264571611,1.68383914167101
"baseline-posterior",139,139,"legacy","control",106,29,0.465277777777778,0.340042553774617,0.340042553774617,48.9661277435448,1.25129245739263,3.12922663651524,106,0,0,106,0.339878940423883,0.0235603225056522,79.5620502927406,0.812419257547165
"baseline-posterior",139,139,"legacy","bracelet",78,50,0.805555555555556,0.340976015827438,0.340976015827438,49.1005462791511,1.97233100000114,3.29489158085168,78,0,0,78,0.339878940423883,0.157978858111967,168.047502963689,1.71125899504549
"baseline-posterior",140,140,"population","control",102,34,0.437148627826594,0.303031187522465,0.325409097725639,31256.1946547431,1.22239917359965,3.13398607852492,102,0,0,102,0.324699174069287,68.1895870399603,52988.4967451115,0.847647919563211
"baseline-posterior",140,140,"population","bracelet",84,46,0.676071294715363,0.312192609572334,0.326096914575492,31322.2608388051,1.69525844492059,3.27297399145503,84,0,0,84,0.324699174069287,134.255771101958,87564.4309077571,1.39779869911679
"baseline-posterior",140,140,"legacy","control",107,29,0.458333333333333,0.325487321794565,0.325487321794565,46.8701743384174,1.22980607934852,3.12922663651524,107,0,0,107,0.324256686640162,0.177211462234062,76.3574755159192,0.814563596079185
"baseline-posterior",140,140,"legacy","bracelet",87,42,0.6875,0.325226638080023,0.325226638080023,46.8326358835233,1.70726778020705,3.25257426446003,87,0,0,87,0.324256686640162,0.139673007339958,131.53222268528,1.40427951794569
"baseline-posterior",141,141,"population","control",102,33,0.432099279556907,0.311533918198229,0.339473557247908,32607.114120776,1.22817412151385,3.18966975273969,102,0,0,102,0.337476865789348,191.786207977551,52607.3451069984,0.806685082772764
"baseline-posterior",141,141,"population","bracelet",77,52,0.777714154832799,0.326416378872029,0.33901951118685,32563.5020885194,1.91981761232448,3.2766433130779,77,0,0,77,0.337476865789348,148.174175720873,106188.259076402,1.63047971295815
"baseline-posterior",141,141,"legacy","control",106,29,0.465277777777778,0.336963971693531,0.336963971693531,48.5228119238684,1.25238167879258,3.20573768696429,106,0,0,106,0.3369588602213,0.000736052001201415,76.794669447472,0.791325424090855
"baseline-posterior",141,141,"legacy","bracelet",79,48,0.784722222222222,0.337423923549974,0.337423923549974,48.5890449911962,1.93124960269263,3.22681435575817,79,0,0,79,0.3369588602213,0.0669691193289452,162.184838995675,1.66894450204837
"baseline-posterior",142,142,"population","control",101,34,0.442354141506684,0.294884701571464,0.324610554937741,31179.4930228799,1.24736100170387,3.18966975273969,101,0,0,101,0.324062775618632,52.6152991591007,48209.8629486713,0.773102098120939
"baseline-posterior",142,142,"population","bracelet",81,48,0.709678091034023,0.309434633229692,0.324669353696877,31185.1407612924,1.78455913053321,3.27297399145503,81,0,0,81,0.324062775618632,58.2630375715853,91324.2725377814,1.46422735810022
"baseline-posterior",142,142,"legacy","control",106,29,0.465277777777778,0.324599270540994,0.324599270540994,46.7422949579031,1.25339703308763,3.20573768696429,106,0,0,106,0.323492477168123,0.159378245693325,69.1768403033861,0.739981213649094
"baseline-posterior",142,142,"legacy","bracelet",84,44,0.722222222222222,0.323861342966641,0.323861342966641,46.6360333871962,1.78918393330148,3.2766433130779,84,0,0,84,0.323492477168123,0.0531166749864695,138.469064261322,1.48457163060676
"baseline-posterior",143,143,"population","control",102,36,0.447153625119727,0.293720160404373,0.322301178133378,30957.6727620672,1.2243826999446,3.12435248609775,102,0,0,102,0.320957119195965,129.099549056329,49839.631650102,0.804964120416233
"baseline-posterior",143,143,"population","bracelet",82,47,0.700266522300421,0.308279009761611,0.321784842279513,30908.0776706318,1.76876014482536,3.27297399145503,82,0,0,82,0.320957119195965,79.5044576209366,90390.1571811926,1.46224165320833
"baseline-posterior",143,143,"legacy","control",107,30,0.465277777777778,0.322650146195185,0.322650146195185,46.4616210521067,1.22736734317042,3.0721278373294,107,0,0,107,0.320440613150987,0.318172758364511,72.0410856102462,0.775275205415801
"baseline-posterior",143,143,"legacy","bracelet",85,44,0.715277777777778,0.321439626416694,0.321439626416694,46.287306204004,1.77371814642159,3.28719386956715,85,0,0,85,0.320440613150987,0.143857910261794,135.51954946278,1.4638954021811
"baseline-posterior",144,144,"population","control",102,34,0.437148627826594,0.307045922245272,0.332075931662455,31896.5573880422,1.22239917359965,3.13398607852492,102,0,0,102,0.330951341990985,108.019087124125,51821.8771427382,0.81234279474571
"baseline-posterior",144,144,"population","bracelet",88,45,0.63307375171782,0.315525165033398,0.332126151465896,31901.3811006022,1.58557052949538,3.24814829764855,88,0,0,88,0.330951341990985,112.842799684182,80769.2749990533,1.2659212894944
"baseline-posterior",144,144,"legacy","control",107,29,0.458333333333333,0.331825887833699,0.331825887833699,47.7829278480527,1.22712415187211,3.0721278373294,107,0,0,107,0.330449202603067,0.198242673211041,75.4112815630771,0.789102771212357
"baseline-posterior",144,144,"legacy","bracelet",91,39,0.638888888888889,0.330608352061148,0.330608352061148,47.6076026968053,1.60415297256201,3.25257426446003,91,0,0,91,0.330449202603067,0.0229175219635778,121.905629177263,1.2803168220172
"baseline-posterior",145,145,"population","control",102,34,0.43459792612335,0.328377366662608,0.360563310044324,34632.8270563774,1.22801001122417,3.18421585683802,102,0,0,102,0.358199478607304,227.050737188634,54822.3256797992,0.791479216965975
"baseline-posterior",145,145,"population","bracelet",77,50,0.760265272977137,0.343819316102714,0.358493504087351,34434.0180545982,1.91595828707346,3.27297399145503,77,0,0,77,0.358199478607304,28.2417354094432,110289.054021639,1.60145490205015
"baseline-posterior",145,145,"legacy","control",106,29,0.465277777777778,0.358201675811587,0.358201675811587,51.5810413168685,1.25238167879258,3.20573768696429,106,0,0,106,0.357614473879019,0.0845570782897909,79.3408428428964,0.769089192630837
"baseline-posterior",145,145,"legacy","bracelet",80,47,0.770833333333333,0.358945925757587,0.358945925757587,51.6882133090926,1.90171619647619,3.20998882267476,80,0,0,80,0.357614473879019,0.191729070513929,166.998874626704,1.61544444985998
"baseline-posterior",146,146,"population","control",101,33,0.440667555074335,0.285439000801522,0.31421865984087,30181.3307150352,1.24943819594707,3.20578151406565,101,0,0,101,0.311704920673204,241.449674532563,45582.9935165578,0.755152149302849
"baseline-posterior",146,146,"population","bracelet",71,56,0.885343355682339,0.312739507547051,0.311724354274666,29941.7476767903,2.64048012512018,3.32829369418776,71,0,0,71,0.311704920673204,1.86663628762835,152802.205909627,2.55165809890372
"baseline-posterior",146,146,"legacy","control",105,30,0.479166666666667,0.31175062818761,0.31175062818761,44.8920904590159,1.27757645550397,3.20578151406565,105,0,0,105,0.311114962729793,0.0915358259257033,65.4883867265978,0.729397829962778
"baseline-posterior",146,146,"legacy","bracelet",71,56,0.895833333333333,0.31268575445986,0.31268575445986,45.0267486422199,2.62546233104495,3.34212040848236,71,0,0,71,0.311114962729793,0.226194009129706,228.130366420789,2.53327603369167
"baseline-posterior",147,147,"population","control",102,34,0.440115770624245,0.306951439119004,0.333726123114945,32055.0615774367,1.23017919569501,3.18460428668241,102,0,0,102,0.332353568905302,131.836576944708,52033.2389881342,0.811622820664925
"baseline-posterior",147,147,"population","bracelet",80,48,0.718975138466664,0.318842945455835,0.333385988612808,32022.3909782375,1.81865363719062,3.27430809299554,80,0,0,80,0.332353568905302,99.1659777454479,96236.1759838473,1.50263882620835
"baseline-posterior",147,147,"legacy","control",106,30,0.472222222222222,0.331855430325696,0.331855430325696,47.7871819669002,1.25149582247719,3.12922663651524,106,0,0,106,0.331845224676905,0.0014696134258827,75.4932646466945,0.789890317229681
"baseline-posterior",147,147,"legacy","bracelet",83,45,0.736111111111111,0.332782494967486,0.332782494967486,47.920679275318,1.81805130816901,3.2766433130779,83,0,0,83,0.331845224676905,0.13496692184372,146.000746133427,1.52335847844113
"baseline-posterior",148,148,"population","control",101,34,0.442354141506684,0.291845102225305,0.320068312857873,30743.2015866244,1.24736100170387,3.18966975273969,101,0,0,101,0.31885504126508,116.537163030986,48539.2565506445,0.789430736643946
"baseline-posterior",148,148,"population","bracelet",77,50,0.765481197684588,0.306556776522702,0.320601962683466,30794.4597196723,1.92471873563176,3.27430809299554,77,0,0,77,0.31885504126508,167.795296078893,95490.4769488886,1.55044897390888
"baseline-posterior",148,148,"legacy","control",106,29,0.465277777777778,0.32034100792552,0.32034100792552,46.1291051412749,1.25339703308763,3.20573768696429,106,0,0,106,0.318310292923274,0.292422960323428,69.9085410791923,0.757748723556316
"baseline-posterior",148,148,"legacy","bracelet",79,49,0.791666666666667,0.318501728764634,0.318501728764634,45.8642489421073,1.93463711928623,3.2766433130779,79,0,0,79,0.318310292923274,0.0275667611557751,146.392040990904,1.59592759466845
"baseline-posterior",149,149,"population","control",101,34,0.442354141506684,0.302185369883702,0.332841389531678,31970.0811472967,1.24736100170387,3.18966975273969,101,0,0,101,0.331148014637757,162.652045310853,49192.0121260301,0.769344498992453
"baseline-posterior",149,149,"population","bracelet",71,55,0.870799150460167,0.32948587545824,0.331501692818167,31841.4005985706,2.36231334638665,3.33255225362183,71,0,0,71,0.331148014637757,33.9714965847488,139372.0903336,2.18853580108937
"baseline-posterior",149,149,"legacy","control",106,30,0.472222222222222,0.332662362213367,0.332662362213367,47.9033801587248,1.25575772831482,3.13398607852492,106,0,0,106,0.330548117696625,0.304451210410825,70.5639260509299,0.736523454264822
"baseline-posterior",149,149,"legacy","bracelet",71,57,0.902777777777778,0.330807718646078,0.330807718646078,47.6363114850353,2.37088741945007,3.33255225362183,71,0,0,71,0.330548117696625,0.0373825367213172,210.326463812159,2.20762751413102
"baseline-posterior",150,150,"population","control",101,34,0.442354141506684,0.298742831581304,0.325181229688643,31234.3074740535,1.24736100170387,3.18966975273969,101,0,0,101,0.324540699240063,61.5242306469518,51533.0448095122,0.824942970999452
"baseline-posterior",150,150,"population","bracelet",78,49,0.742660225711073,0.310406048405708,0.325376935047476,31253.1053651801,1.88517742867039,3.27559102178949,78,0,0,78,0.324540699240063,80.3221217735663,95861.5719651561,1.53363275177061
"baseline-posterior",150,150,"legacy","control",106,29,0.465277777777778,0.325519024417827,0.325519024417827,46.8747395161671,1.25129245739263,3.12922663651524,106,0,0,106,0.324039545233873,0.213045002489423,74.7460895581933,0.797296052519005
"baseline-posterior",150,150,"legacy","bracelet",81,47,0.763888888888889,0.325353198760832,0.325353198760832,46.8508606215599,1.87539913726538,3.2766433130779,81,0,0,81,0.324039545233873,0.189166107882144,145.485734675342,1.55264740866246
"baseline-posterior",151,151,"population","control",102,34,0.442916336984134,0.313176841525664,0.337008764521345,32370.3658498043,1.22429588854277,3.13398607852492,102,0,0,102,0.335716280858638,124.145640770384,52473.3147149016,0.810514699746881
"baseline-posterior",151,151,"population","bracelet",82,48,0.705055594886103,0.322885068349171,0.336804330560298,32350.7295589777,1.76505124180058,3.25257426446003,82,0,0,82,0.335716280858638,104.50934994387,94417.6921046193,1.45928226954649
"baseline-posterior",151,151,"legacy","control",107,30,0.465277777777778,0.337165884120013,0.337165884120013,48.5518873132819,1.2277498091258,3.12922663651524,107,0,0,107,0.335197823014037,0.283400799260612,76.1507977342435,0.784220778513503
"baseline-posterior",151,151,"legacy","bracelet",85,44,0.715277777777778,0.336163048453499,0.336163048453499,48.4074789773039,1.77405063120776,3.2766433130779,85,0,0,85,0.335197823014037,0.138992463282655,141.40966940441,1.46061799118594
"baseline-posterior",152,152,"population","control",101,34,0.442354141506684,0.306798065446132,0.337023772759226,32371.8074210692,1.24736100170387,3.18966975273969,101,0,0,101,0.335738042270103,123.49698494123,50629.4998433648,0.781999892449821
"baseline-posterior",152,152,"population","bracelet",82,47,0.697871986007579,0.319731725004113,0.337246245432466,32393.1763662793,1.76141928635933,3.27430809299554,82,0,0,82,0.335738042270103,144.865930151322,89452.8292339985,1.3807356867775
"baseline-posterior",152,152,"legacy","control",106,30,0.472222222222222,0.336846797137487,0.336846797137487,48.5059387877982,1.25326804902714,3.12922663651524,106,0,0,106,0.335152456402065,0.243985065900766,73.1197158199632,0.753719210959346
"baseline-posterior",152,152,"legacy","bracelet",85,43,0.708333333333333,0.336541727818206,0.336541727818206,48.4620088058217,1.76227803020782,3.2766433130779,85,0,0,85,0.335152456402065,0.200055083924283,135.678958227628,1.3998486811728
"baseline-posterior",153,153,"population","control",101,34,0.442354141506684,0.300551951987999,0.324946135491962,31211.726206274,1.24736100170387,3.18966975273969,101,0,0,101,0.324889158269786,5.47277614443738,53516.25747217,0.857310119896742
"baseline-posterior",153,153,"population","bracelet",71,56,0.875213426060884,0.322518779248382,0.324903091261603,31207.5917218595,2.3370908661877,3.33641391132272,71,0,0,71,0.324889158269786,1.33829172994592,134152.236968199,2.14935260246678
"baseline-posterior",153,153,"legacy","control",106,29,0.465277777777778,0.325308429601657,0.325308429601657,46.8444138626386,1.25129245739263,3.12922663651524,106,0,0,106,0.324435029919246,0.125769554267073,77.9904485987864,0.832441289877989
"baseline-posterior",153,153,"legacy","bracelet",71,56,0.895833333333333,0.32468038745277,0.32468038745277,46.7539757931989,2.3356520308791,3.3146420580158,71,0,0,71,0.324435029919246,0.0353314848274522,202.284232006818,2.16328374833358
"baseline-posterior",154,154,"population","control",101,34,0.442354141506684,0.307432796099734,0.338232943276428,32487.9506675875,1.24736100170387,3.18966975273969,101,0,0,101,0.337066086502183,112.078926879742,50377.1692778051,0.775320822683736
"baseline-posterior",154,154,"population","bracelet",78,50,0.749562736850872,0.320906743464343,0.337106061104675,32379.7113812262,1.88149634233334,3.27297399145503,78,0,0,78,0.337066086502183,3.83964051851945,99567.8406917048,1.53750352372557
"baseline-posterior",154,154,"legacy","control",106,29,0.465277777777778,0.338147067048373,0.338147067048373,48.6931776549657,1.25497327508442,3.20573768696429,106,0,0,106,0.33646832884112,0.241738301844414,72.341393962999,0.742828846328349
"baseline-posterior",154,154,"legacy","bracelet",81,47,0.763888888888889,0.337216128921719,0.337216128921719,48.5591225647276,1.87537440861668,3.2766433130779,81,0,0,81,0.33646832884112,0.107683211606286,150.120173846241,1.54574635946249
"baseline-posterior",155,155,"population","control",102,34,0.434337650439345,0.314605712081897,0.342925563113182,32938.6861881473,1.22553007863124,3.18966975273969,102,0,0,102,0.342365878701261,53.7588071337814,53931.4015017115,0.818663519146646
"baseline-posterior",155,155,"population","bracelet",84,47,0.676862532794736,0.328759976639551,0.34353964973158,32997.6704360177,1.6910983956368,3.27297399145503,84,0,0,84,0.342365878701261,112.743055004146,92127.0863482694,1.39596348970912
"baseline-posterior",155,155,"legacy","control",107,29,0.458333333333333,0.342378348066616,0.342378348066616,49.3024821215927,1.22980607934852,3.12922663651524,107,0,0,107,0.34186635801714,0.0737265671245382,77.8664034404564,0.789680357759856
"baseline-posterior",155,155,"legacy","bracelet",87,42,0.6875,0.342134111582195,0.342134111582195,49.267312067836,1.70726778020705,3.25257426446003,87,0,0,87,0.34186635801714,0.0385565133678938,139.39368411444,1.41466703036801
"baseline-posterior",156,156,"population","control",101,33,0.440667555074335,0.296480472242711,0.326344575112569,31346.0491287125,1.24943819594707,3.20578151406565,101,0,0,101,0.3246040378093,167.182089053604,47432.0013844486,0.75658659867603
"baseline-posterior",156,156,"population","bracelet",84,46,0.666295340024154,0.3104839175153,0.325887240965548,31302.1212692228,1.6965239653784,3.27297399145503,84,0,0,84,0.3246040378093,123.25422956394,86920.0851638507,1.38840566772248
"baseline-posterior",156,156,"legacy","control",106,29,0.465277777777778,0.326798548780606,0.326798548780606,47.0589910244072,1.2558867123753,3.20578151406565,106,0,0,106,0.324001051532987,0.402839603657107,67.8950246845452,0.721382069680705
"baseline-posterior",156,156,"legacy","bracelet",87,42,0.6875,0.324844516009106,0.324844516009106,46.7776103053113,1.70726778020705,3.25257426446003,87,0,0,87,0.324001051532987,0.121458884561214,131.612459649547,1.40678904705189
"baseline-posterior",157,157,"population","control",102,32,0.428132678132678,0.293148302326564,0.320591975900088,30793.5004691553,1.2294595076089,3.20578151406565,102,0,0,102,0.318619211936972,189.487924185258,47400.5503739754,0.76965186893018
"baseline-posterior",157,157,"population","bracelet",79,51,0.744659142964228,0.305829636266186,0.319880159112319,30725.1290430564,1.84597993428032,3.27297399145503,79,0,0,79,0.318619211936972,121.116498086434,95819.6136762103,1.55930368171821
"baseline-posterior",157,157,"legacy","control",107,29,0.458333333333333,0.320574661727017,0.320574661727018,46.1627512886905,1.23082143364358,3.13398607852492,107,0,0,107,0.318082869395804,0.35881809569478,68.3935728477888,0.74078744158978
"baseline-posterior",157,157,"legacy","bracelet",82,46,0.75,0.318913032016966,0.318913032016966,45.9234766104432,1.85876805052454,3.28719386956715,82,0,0,82,0.318082869395804,0.119543417447424,144.356647219188,1.57170861043174
"baseline-posterior",158,158,"population","control",102,35,0.442937159038854,0.308320187333426,0.33768058672551,32434.8957161587,1.22364692204621,3.15011459104687,102,0,0,102,0.335539750586379,205.631592835754,52105.6720674066,0.803234771022374
"baseline-posterior",158,158,"population","bracelet",80,50,0.727356015491609,0.32081133362381,0.336843818214029,32354.522427094,1.81369187226949,3.27297399145503,80,0,0,80,0.335539750586379,125.258303771039,97555.1985485289,1.50759756643534
"baseline-posterior",158,158,"legacy","control",106,29,0.465277777777778,0.335351210594958,0.335351210594958,48.2905743256739,1.25238167879258,3.20573768696429,106,0,0,106,0.33499967340818,0.0506213548960162,74.7349296760592,0.77380452313575
"baseline-posterior",158,158,"legacy","bracelet",83,45,0.736111111111111,0.336196101997868,0.336196101997868,48.412238687693,1.81831417298913,3.2766433130779,83,0,0,83,0.33499967340818,0.172285716915098,147.260429396668,1.52090084437784
"baseline-posterior",159,159,"population","control",101,34,0.442354141506684,0.316300826932493,0.346053870163711,33239.1663369648,1.24736100170387,3.18966975273969,101,0,0,101,0.345526317578253,50.6724809384395,53266.2780973602,0.801257732479944
"baseline-posterior",159,159,"population","bracelet",71,56,0.875806854620414,0.34175681249321,0.345546808855042,33190.4620841445,2.27048764537156,3.33255225362183,71,0,0,71,0.345526317578253,1.9682281180867,135079.304405591,2.03491147642263
"baseline-posterior",159,159,"legacy","control",106,29,0.465277777777778,0.346257431671318,0.346257431671318,49.8610701606697,1.25339703308763,3.20573768696429,106,0,0,106,0.34496152586923,0.186610435500583,76.8576062239477,0.77071757561847
"baseline-posterior",159,159,"legacy","bracelet",71,54,0.881944444444444,0.345473466716203,0.345473466716203,49.7481792071332,2.2683697076587,3.33641391132272,71,0,0,71,0.34496152586923,0.0737194819640266,203.115487705691,2.04143639971217
"baseline-posterior",160,160,"population","control",101,34,0.442354141506684,0.299018417042565,0.329160593796725,31616.533355363,1.24736100170387,3.18966975273969,101,0,0,101,0.328248142311535,87.6427900554372,48865.019256862,0.772776362095581
"baseline-posterior",160,160,"population","bracelet",71,54,0.864521300961979,0.324818204703849,0.328501026624797,31553.180609365,2.2608716117458,3.33255225362183,71,0,0,71,0.328248142311535,24.2900440573976,126777.008797311,2.00894183009372
"baseline-posterior",160,160,"legacy","control",106,29,0.465277777777778,0.329222509724889,0.329222509724889,47.408041400384,1.25339703308763,3.20573768696429,106,0,0,106,0.327666130410032,0.224118621339443,70.125173169291,0.739591544998134
"baseline-posterior",160,160,"legacy","bracelet",71,55,0.888888888888889,0.32770757679471,0.32770757679471,47.1898910584382,2.26702881600839,3.35756390029317,71,0,0,71,0.327666130410032,0.0059682793937057,191.633328456668,2.03044893894072
"baseline-posterior",161,161,"population","control",102,33,0.430173239495273,0.289451008147926,0.31678624517701,30427.9524217422,1.23112853672763,3.18966975273969,102,0,0,102,0.315394317683453,133.697419611137,48437.9685759933,0.795945252980319
"baseline-posterior",161,161,"population","bracelet",83,48,0.694967309374089,0.303405500398262,0.316468967701496,30397.4772856641,1.72390821902988,3.27297399145503,83,0,0,83,0.315394317683453,103.22228353305,87732.3554438513,1.44308612552574
"baseline-posterior",161,161,"legacy","control",107,30,0.465277777777778,0.316892120342154,0.316892120342154,45.6324653292702,1.22659011552894,3.0721278373294,107,0,0,107,0.314897315645619,0.28725187630107,71.89448599704,0.787755882552817
"baseline-posterior",161,161,"legacy","bracelet",86,42,0.694444444444444,0.315721523321791,0.315721523321791,45.4638993583379,1.73485627598581,3.2766433130779,86,0,0,86,0.314897315645619,0.118685905368856,131.633670075771,1.44767246027732
"baseline-posterior",162,162,"population","control",102,34,0.434337650439345,0.322848809284319,0.352972871329743,33903.7502369644,1.22553007863124,3.18966975273969,102,0,0,102,0.351837723223099,109.033245939368,54540.9755347829,0.80435018476685
"baseline-posterior",162,162,"population","bracelet",83,46,0.677508016491067,0.337613054912441,0.352907591981091,33897.4800249678,1.73683478700793,3.24814829764855,83,0,0,83,0.351837723223099,102.763033942705,97691.9236093825,1.44099094589665
"baseline-posterior",162,162,"legacy","control",107,29,0.458333333333333,0.352625785883399,0.352625785883399,50.7781131672095,1.22980607934852,3.12922663651524,107,0,0,107,0.351303543511445,0.190402901561399,78.6200285652072,0.774152717198411
"baseline-posterior",162,162,"legacy","bracelet",86,43,0.701388888888889,0.35235433967565,0.35235433967565,50.7390249132936,1.74364368961095,3.2766433130779,86,0,0,86,0.351303543511445,0.151314647645577,146.761644140898,1.44624028932064
"baseline-posterior",163,163,"population","control",101,34,0.442354141506684,0.287782133480474,0.317202996198834,30467.9821908904,1.24736100170387,3.18966975273969,101,0,0,101,0.316171742733656,99.0539578372518,46726.8711026888,0.766819259804144
"baseline-posterior",163,163,"population","bracelet",81,49,0.720890767500937,0.302920858835105,0.316733058268361,30422.8437127926,1.77989033596601,3.25257426446003,81,0,0,81,0.316171742733656,53.9154797395022,89504.5487222014,1.47100891631253
"baseline-posterior",163,163,"legacy","control",106,29,0.465277777777778,0.317228256740415,0.317228256740415,45.6808689706197,1.2558867123753,3.20578151406565,106,0,0,106,0.315600301873417,0.234425500847678,66.6582939873278,0.729608427876011
"baseline-posterior",163,163,"legacy","bracelet",84,44,0.722222222222222,0.315858707900934,0.315858707900934,45.4836539377345,1.79088254025524,3.2766433130779,84,0,0,84,0.315600301873417,0.0372104679624741,134.747127710764,1.48126981943038
"baseline-posterior",164,164,"population","control",102,34,0.434337650439345,0.303638683627905,0.330748581242063,31769.0627254626,1.22574459106343,3.18966975273969,102,0,0,102,0.329551360108461,114.995484324678,51916.0745787081,0.817085398888678
"baseline-posterior",164,164,"population","bracelet",85,46,0.666232873859993,0.314938915149782,0.330350510197434,31730.8272054839,1.65841082193823,3.24814829764855,85,0,0,85,0.329551360108461,76.7599643459725,84739.8357519994,1.3352919418589
"baseline-posterior",164,164,"legacy","control",107,29,0.458333333333333,0.330625293359636,0.330625293359636,47.6100422437875,1.22980607934852,3.12922663651524,107,0,0,107,0.329070707991076,0.223860293072626,75.2883496001272,0.790677198043773
"baseline-posterior",164,164,"legacy","bracelet",89,41,0.666666666666667,0.33014598118786,0.33014598118786,47.5410212910518,1.66252295486141,3.28719386956715,89,0,0,89,0.329070707991076,0.154839340336892,126.774157051967,1.3333133534915
"baseline-posterior",165,165,"population","control",102,33,0.429038437513014,0.308872871907678,0.339735302091117,32632.255236456,1.22986917843341,3.20578151406565,102,0,0,102,0.337674767925769,197.918427650016,50710.8023734329,0.77700425554376
"baseline-posterior",165,165,"population","bracelet",76,52,0.784564610835797,0.32740520145917,0.338584460458068,32521.7145959183,1.95032804626544,3.27297399145503,76,0,0,76,0.337674767925769,87.3777871123384,109869.077460757,1.68916489837448
"baseline-posterior",165,165,"legacy","control",107,30,0.465277777777778,0.338494708641202,0.338494708641202,48.743238044333,1.23046462557182,3.04331980055822,107,0,0,107,0.337114324855035,0.198775265207956,74.9429241948315,0.76875200747506
"baseline-posterior",165,165,"legacy","bracelet",78,49,0.798611111111111,0.337321260765858,0.337321260765858,48.5742615502835,1.96095417849704,3.22681435575817,78,0,0,78,0.337114324855035,0.0297987711584327,167.404178415378,1.72317780108796
"baseline-posterior",166,166,"population","control",102,34,0.440438512472411,0.316626549741986,0.344796530025904,33118.3963020481,1.23250392293337,3.18460428668241,102,0,0,102,0.343490089875494,125.486189327174,52544.2578273899,0.793279018527544
