outcome_type,day,estimand,assigned_treatment,assigned_dist_group,contrast,estimate,std_error,conf_low,conf_high,p_value
Daily incidence,3,treatment_minus_control,ink,far,ink - Control,0.014162464931682887,0.009300031515299241,-0.003623743024505107,0.03330807071534634,0.114
Daily incidence,4,far_minus_close,bracelet,far - close,bracelet Far - Close,-0.018582337324749502,0.010356136026046715,-0.03960724867435951,0.0011919593686063245,0.068
Daily incidence,4,far_minus_close,calendar,far - close,calendar Far - Close,-0.012789664547020692,0.00866150393807446,-0.029100417994722672,0.005206806869501535,0.14
Daily incidence,4,far_minus_close,control,far - close,control Far - Close,-0.03187133719788481,0.010393045076929243,-0.054125241786479775,-0.013155088207910011,0
Daily incidence,4,far_minus_close,ink,far - close,ink Far - Close,-4.513527171817744e-4,0.008459843292561381,-0.01825382213758591,0.016197509156696877,0.96
Daily incidence,4,level,bracelet,close,NA,0.05749195923169492,0.00809693595653637,0.04296995224872852,0.07412937048551081,0
Daily incidence,4,level,calendar,close,NA,0.04297258994918102,0.007123743051156913,0.028946818747911805,0.05709048208676005,0
Daily incidence,4,level,control,close,NA,0.05582775355177708,0.009369853368879983,0.03866423401538134,0.07502035331579453,0
Daily incidence,4,level,ink,close,NA,0.0264871257092735,0.0063166485933083116,0.015199027980677366,0.03993866816609864,0
Daily incidence,4,level,bracelet,far,NA,0.03890962190694542,0.0061619877654789405,0.027336833577701076,0.05118286000122754,0
Daily incidence,4,level,calendar,far,NA,0.030182925402160325,0.0053460661207695775,0.020375873866725607,0.04099723423408099,0
Daily incidence,4,level,control,far,NA,0.02395641635389227,0.004489157299812793,0.014599642807507932,0.03265703342124638,0
Daily incidence,4,level,ink,far,NA,0.026035772992091727,0.005489770233502531,0.01543593085683277,0.03648171591996095,0
Daily incidence,4,signal_minus_no_signal,signal,close,Any Signal - No Signal,-0.007410629279994835,0.007635459390975954,-0.0223372506993963,0.008076325407247146,0.35
Daily incidence,4,signal_minus_no_signal,signal,far,Any Signal - No Signal,0.005403026571492272,0.005271102664022403,-0.0047882867916954,0.015792654374832436,0.304
Daily incidence,4,signal_minus_no_signal,signal,far - close,Any Signal - No Signal,0.012813655851487107,0.009274058712639551,-0.005785742212021523,0.030407397234474127,0.176
Daily incidence,4,treatment_distance_interaction,bracelet,far - close,(bracelet - Control) Far - Close,0.01328899987313531,0.014658140511480842,-0.016283964629162907,0.042775284849061776,0.342
Daily incidence,4,treatment_distance_interaction,calendar,far - close,(calendar - Control) Far - Close,0.01908167265086412,0.013761537206446238,-0.006217689068486528,0.047045640725131906,0.15
Daily incidence,4,treatment_distance_interaction,ink,far - close,(ink - Control) Far - Close,0.03141998448070304,0.013137000115555872,0.0061967686084681735,0.05711663208324039,0.012
Daily incidence,4,treatment_minus_control,bracelet,close,bracelet - Control,0.0016642056799178392,0.01225208174148721,-0.02219467624356466,0.025813872858569488,0.846
Daily incidence,4,treatment_minus_control,calendar,close,calendar - Control,-0.012855163602596066,0.01188580610464341,-0.03738098795641694,0.009553592317664528,0.246
Daily incidence,4,treatment_minus_control,ink,close,ink - Control,-0.029340627842503582,0.01127275961735786,-0.05142603804824446,-0.008148201054727099,0.006
Daily incidence,4,treatment_minus_control,bracelet,far,bracelet - Control,0.014953205553053149,0.007563544476672869,9.857645729488536e-4,0.031320534898028156,0.036
Daily incidence,4,treatment_minus_control,calendar,far,calendar - Control,0.006226509048268054,0.007266113794628005,-0.007795697212338082,0.01983893556355545,0.398
Daily incidence,4,treatment_minus_control,ink,far,ink - Control,0.002079356638199456,0.0071081848289687825,-0.011903617923867531,0.01595052334112385,0.756
Daily incidence,5,far_minus_close,bracelet,far - close,bracelet Far - Close,0.0010745222944777422,0.00782119398022357,-0.014114479871571555,0.016534322638320446,0.894
Daily incidence,5,far_minus_close,calendar,far - close,calendar Far - Close,-0.01258851670629433,0.007101838175086087,-0.026519518537600935,0.003139584256196727,0.09
Daily incidence,5,far_minus_close,control,far - close,control Far - Close,-0.021816430664002566,0.006554959350961708,-0.03456779932860488,-0.009149423678685325,0
Daily incidence,5,far_minus_close,ink,far - close,ink Far - Close,0.010134494553764608,0.009155565751335321,-0.004723463626231409,0.031705905551406725,0.232
Daily incidence,5,level,bracelet,close,NA,0.03282607683575765,0.005386217810368121,0.022611918672998076,0.04330211902382185,0
Daily incidence,5,level,calendar,close,NA,0.04086437263746488,0.004809009803862469,0.03310152933914937,0.051882280136091294,0
Daily incidence,5,level,control,close,NA,0.04460639045645411,0.005172332363238962,0.034246131850907614,0.05472109042492391,0
Daily incidence,5,level,ink,close,NA,0.01759452936067746,0.0037224316657487534,0.011224950106799308,0.02548108474543664,0
Daily incidence,5,level,bracelet,far,NA,0.033900599130235395,0.005172929766795737,0.024097299147609202,0.04432089951968711,0
Daily incidence,5,level,calendar,far,NA,0.028275855931170553,0.005388089913090867,0.019255354991857623,0.0409423244808548,0
Daily incidence,5,level,control,far,NA,0.022789959792451547,0.0037213471818959933,0.01558206468262851,0.030384242596937484,0
Daily incidence,5,level,ink,far,NA,0.02772902391444207,0.00834711519078954,0.014494110862123075,0.0479648471056681,0
Daily incidence,5,signal_minus_no_signal,signal,close,Any Signal - No Signal,-0.01752507844874194,0.004746457625730821,-0.02771397892599751,-0.00874793737813327,0
Daily incidence,5,signal_minus_no_signal,signal,far,Any Signal - No Signal,0.005281903660527682,0.0058275577246103384,-0.0058932891274945795,0.01774693874071297,0.348
Daily incidence,5,signal_minus_no_signal,signal,far - close,Any Signal - No Signal,0.02280698210926962,0.007910961993230001,0.007891116306651777,0.039620832654585394,0
Daily incidence,5,treatment_distance_interaction,bracelet,far - close,(bracelet - Control) Far - Close,0.022890952958480308,0.010377004541772305,0.0035433986166578165,0.04340734546625501,0.024
Daily incidence,5,treatment_distance_interaction,calendar,far - close,(calendar - Control) Far - Close,0.009227913957708236,0.009660885767593363,-0.009963233771466747,0.029393642834518428,0.324
Daily incidence,5,treatment_distance_interaction,ink,far - close,(ink - Control) Far - Close,0.03195092521776717,0.01117062300325612,0.012363052134929907,0.05590991601800716,0
Daily incidence,5,treatment_minus_control,bracelet,close,bracelet - Control,-0.01178031362069646,0.007414218179131308,-0.02680266785776237,0.0023074864141938664,0.1
Daily incidence,5,treatment_minus_control,calendar,close,calendar - Control,-0.003742017818989231,0.007211380420936415,-0.017405164842928703,0.011381989960210786,0.586
Daily incidence,5,treatment_minus_control,ink,close,ink - Control,-0.027011861095776652,0.006367924402087451,-0.0393018780989561,-0.015011419325011757,0
Daily incidence,5,treatment_minus_control,bracelet,far,bracelet - Control,0.011110639337783848,0.006410438408479572,-5.88634234904057e-4,0.023851996191306502,0.06
Daily incidence,5,treatment_minus_control,calendar,far,calendar - Control,0.0054858961387190056,0.006532461460469111,-0.005821421131820996,0.020256477659133475,0.382
Daily incidence,5,treatment_minus_control,ink,far,ink - Control,0.004939064121990522,0.009144986503455159,-0.010434104728886746,0.025560764045332477,0.608
Daily incidence,6,far_minus_close,bracelet,far - close,bracelet Far - Close,-0.006789784707795413,0.007694599787275319,-0.021584492574336846,0.008557042054467001,0.362
Daily incidence,6,far_minus_close,calendar,far - close,calendar Far - Close,0.006881041865830377,0.005723044374257666,-0.0037073986779918933,0.018873602808619203,0.174
Daily incidence,6,far_minus_close,control,far - close,control Far - Close,-0.004260695639433864,0.005242548661499813,-0.014400114038260404,0.005979368171014059,0.408
Daily incidence,6,far_minus_close,ink,far - close,ink Far - Close,0.004860988819733562,0.0051140881515796275,-0.005108488865873408,0.015143889697855382,0.332
Daily incidence,6,level,bracelet,close,NA,0.0279304553490198,0.004811529046983696,0.018908143156441477,0.03756950139658035,0
Daily incidence,6,level,calendar,close,NA,0.015937422175503382,0.003049163470698261,0.010255592095542691,0.021778418561379614,0
Daily incidence,6,level,control,close,NA,0.019803169991193206,0.003948861966689328,0.012536154360874381,0.02748559745270403,0
Daily incidence,6,level,ink,close,NA,0.011223938752754549,0.00302282638939744,0.005893705242539637,0.01728502374473198,0
Daily incidence,6,level,bracelet,far,NA,0.021140670641224386,0.005958741415012644,0.010898352158209734,0.034523665093719354,0
Daily incidence,6,level,calendar,far,NA,0.02281846404133376,0.004887814162030567,0.014328122326726284,0.033804807156281404,0
Daily incidence,6,level,control,far,NA,0.015542474351759343,0.003409092997723762,0.009604118562873097,0.023146659939267875,0
Daily incidence,6,level,ink,far,NA,0.01608492757248811,0.0041685944640227676,0.008288084776940078,0.024085375196835564,0
Daily incidence,6,signal_minus_no_signal,signal,close,Any Signal - No Signal,0.0017069009675388797,0.003730808395344145,-0.005400790046388578,0.0090887500142938,0.69
Daily incidence,6,signal_minus_no_signal,signal,far,Any Signal - No Signal,-5.676700896903031e-4,0.00459927618964612,-0.008744221501711464,0.009118953415161312,0.846
Daily incidence,6,signal_minus_no_signal,signal,far - close,Any Signal - No Signal,-0.0022745710572291827,0.005937627026536767,-0.013069647095398281,0.010182466724351916,0.678
Daily incidence,6,treatment_distance_interaction,bracelet,far - close,(bracelet - Control) Far - Close,-0.002529089068361549,0.009205898818314224,-0.01988616612977059,0.015374675768248379,0.728
Daily incidence,6,treatment_distance_interaction,calendar,far - close,(calendar - Control) Far - Close,0.01114173750526424,0.007811355236585242,-0.004073345519822468,0.02658789090851917,0.152
Daily incidence,6,treatment_distance_interaction,ink,far - close,(ink - Control) Far - Close,0.009121684459167426,0.0074502109539316555,-0.005330070568992031,0.02346353442353802,0.224
Daily incidence,6,treatment_minus_control,bracelet,close,bracelet - Control,0.008127285357826593,0.006162366910386192,-0.003768482840558438,0.020285556319375873,0.184
Daily incidence,6,treatment_minus_control,calendar,close,calendar - Control,-0.003865747815689824,0.00505928634436091,-0.013867994596292135,0.006126660768825628,0.434
Daily incidence,6,treatment_minus_control,ink,close,ink - Control,-0.008579231238438657,0.005061770596737106,-0.018293635785407526,0.001264606063281814,0.09
Daily incidence,6,treatment_minus_control,bracelet,far,bracelet - Control,0.005598196289465044,0.006835088832578372,-0.006674541972492566,0.02012172935863243,0.404
Daily incidence,6,treatment_minus_control,calendar,far,calendar - Control,0.007275989689574417,0.006007379653509945,-0.0037262754784764198,0.01999522472745509,0.212
Daily incidence,6,treatment_minus_control,ink,far,ink - Control,5.424532207287686e-4,0.005378288881432058,-0.00945283720764174,0.01098473871313046,0.892
Daily incidence,7,far_minus_close,bracelet,far - close,bracelet Far - Close,-0.008446159665394191,0.00650242901089791,-0.023276108341403347,0.0028734276693635546,0.154
Daily incidence,7,far_minus_close,calendar,far - close,calendar Far - Close,-0.012548943712314506,0.005899508187201127,-0.023981735967348653,-0.001345301226356919,0.024
Daily incidence,7,far_minus_close,control,far - close,control Far - Close,-0.00678262064864827,0.0043648732114111525,-0.015146514497086955,0.002010759883999622,0.122
Daily incidence,7,far_minus_close,ink,far - close,ink Far - Close,-0.002369012290786586,0.00544867005096335,-0.013165869568095791,0.008389916640587254,0.65
Daily incidence,7,level,bracelet,close,NA,0.01850972186607667,0.005833695715087093,0.008844085941714507,0.032031839943856937,0
Daily incidence,7,level,calendar,close,NA,0.023753457910202606,0.004333137649970423,0.01625634948582733,0.03248701626409109,0
Daily incidence,7,level,control,close,NA,0.02168276508612125,0.003039861763025046,0.016107334337449805,0.027789833958884444,0
Daily incidence,7,level,ink,close,NA,0.01897609416535497,0.004014779844518315,0.01164126163899895,0.027656871196392794,0
Daily incidence,7,level,bracelet,far,NA,0.010063562200682477,0.0026115785012341595,0.0055060264494523805,0.015377074551080323,0
Daily incidence,7,level,calendar,far,NA,0.0112045141978881,0.0035800620875535514,0.004944887175955334,0.01895494352980456,0
Daily incidence,7,level,control,far,NA,0.014900144437472979,0.0031010264223082814,0.008720974187147162,0.020942812851269182,0
Daily incidence,7,level,ink,far,NA,0.016607081874568386,0.0036498580744271083,0.009574313923489992,0.02399961919144715,0
Daily incidence,7,signal_minus_no_signal,signal,close,Any Signal - No Signal,-0.0039752034824461074,0.004409591910648126,-0.012201843357104336,0.005271657913916024,0.36
Daily incidence,7,signal_minus_no_signal,signal,far,Any Signal - No Signal,2.8299271994489117e-4,0.003211861250894421,-0.005809081935378544,0.006568096997712614,0.912
Daily incidence,7,signal_minus_no_signal,signal,far - close,Any Signal - No Signal,0.004258196202390999,0.005513626948078464,-0.007225724360682447,0.014926925298322178,0.414
Daily incidence,7,treatment_distance_interaction,bracelet,far - close,(bracelet - Control) Far - Close,-0.001663539016745921,0.007956600672973626,-0.019339792158673444,0.011571146863862236,0.88
Daily incidence,7,treatment_distance_interaction,calendar,far - close,(calendar - Control) Far - Close,-0.005766323063666236,0.007608543243938498,-0.021513184803441814,0.008445996959782992,0.452
Daily incidence,7,treatment_distance_interaction,ink,far - close,(ink - Control) Far - Close,0.004413608357861684,0.0070645809779008644,-0.009288067724434107,0.018355530985702032,0.548
Daily incidence,7,treatment_minus_control,bracelet,close,bracelet - Control,-0.00317304322004458,0.006833663286282107,-0.015143149203237182,0.011695552906996696,0.596
Daily incidence,7,treatment_minus_control,calendar,close,calendar - Control,0.0020706928240813577,0.005335502808709596,-0.007775130934432385,0.01323025146131098,0.686
Daily incidence,7,treatment_minus_control,ink,close,ink - Control,-0.002706670920766277,0.005047287436396151,-0.011697994427150636,0.007574753246871568,0.61
Daily incidence,7,treatment_minus_control,bracelet,far,bracelet - Control,-0.004836582236790501,0.003923407547089851,-0.012578899389492838,0.003094253575505019,0.226
Daily incidence,7,treatment_minus_control,calendar,far,calendar - Control,-0.003695630239584878,0.0048213258750069736,-0.01233502800088847,0.006276446681308147,0.442
Daily incidence,7,treatment_minus_control,ink,far,ink - Control,0.0017069374370954071,0.00477550760000353,-0.007375110014391503,0.010934225410705281,0.726
Daily incidence,8,far_minus_close,bracelet,far - close,bracelet Far - Close,-0.001120856223514509,0.007298518590708227,-0.015323878432953348,0.012962518859330635,0.89
Daily incidence,8,far_minus_close,calendar,far - close,calendar Far - Close,4.346807423769722e-5,0.0067791574381127805,-0.014456191926512225,0.01277264541662475,0.998
Daily incidence,8,far_minus_close,control,far - close,control Far - Close,0.004040233111220037,0.0063952148836747226,-0.00823460999785008,0.016205861795260266,0.554
Daily incidence,8,far_minus_close,ink,far - close,ink Far - Close,-0.012592514884726038,0.005561974903845969,-0.02484562148985436,-0.0021272593856138454,0.012
Daily incidence,8,level,bracelet,close,NA,0.023506643846657002,0.005305469516304733,0.014573751198184971,0.03515917735846725,0
Daily incidence,8,level,calendar,close,NA,0.01990482874304035,0.005845895071527003,0.009948571442051253,0.0324394043895305,0
Daily incidence,8,level,control,close,NA,0.019530634519831072,0.004462838939542642,0.012004410652706755,0.029050909005788533,0
Daily incidence,8,level,ink,close,NA,0.03159341282678204,0.004805386153992267,0.023351809749810055,0.04197638564721855,0
Daily incidence,8,level,bracelet,far,NA,0.022385787623142493,0.004869533354523871,0.014095844138584428,0.033251501748331684,0
Daily incidence,8,level,calendar,far,NA,0.019948296817278048,0.003699439228579072,0.01352512889647958,0.02796437371433025,0
Daily incidence,8,level,control,far,NA,0.02357086763105111,0.004625021598273282,0.015464013476527873,0.03394091321405251,0
Daily incidence,8,level,ink,far,NA,0.019000897942056002,0.0028240990247685067,0.013773933302070846,0.02521618045924059,0
Daily incidence,8,signal_minus_no_signal,signal,close,Any Signal - No Signal,0.00783229670528381,0.004897848787373946,-0.0020935615894107835,0.017229919816507316,0.11
Daily incidence,8,signal_minus_no_signal,signal,far,Any Signal - No Signal,-0.001066239441565333,0.0040874248314053205,-0.009267280275772116,0.007028151597707049,0.8
Daily incidence,8,signal_minus_no_signal,signal,far - close,Any Signal - No Signal,-0.008898536146849143,0.0064831732868649555,-0.02178348051068505,0.003612657928945301,0.196
Daily incidence,8,treatment_distance_interaction,bracelet,far - close,(bracelet - Control) Far - Close,-0.005161089334734546,0.009535354510180722,-0.02447653506747992,0.012468492790473271,0.59
Daily incidence,8,treatment_distance_interaction,calendar,far - close,(calendar - Control) Far - Close,-0.00399676503698234,0.00933672820492362,-0.022688386729554425,0.013716802683685305,0.692
Daily incidence,8,treatment_distance_interaction,ink,far - close,(ink - Control) Far - Close,-0.016632747995946075,0.008654916536782655,-0.034064959703809614,3.023901665981223e-4,0.056
Daily incidence,8,treatment_minus_control,bracelet,close,bracelet - Control,0.00397600932682593,0.006917441952449085,-0.009857014950101772,0.018058434057278975,0.57
Daily incidence,8,treatment_minus_control,calendar,close,calendar - Control,3.7419422320927875e-4,0.007474414518743261,-0.013681222734429076,0.015162597201556048,0.974
Daily incidence,8,treatment_minus_control,ink,close,ink - Control,0.012062778306950968,0.006610910173231609,-0.001361248958174413,0.024836486407618947,0.07
Daily incidence,8,treatment_minus_control,bracelet,far,bracelet - Control,-0.0011850800079086163,0.006604454055290096,-0.0137485383233127,0.011509393534236993,0.84
Daily incidence,8,treatment_minus_control,calendar,far,calendar - Control,-0.0036225708137730614,0.006065422218083202,-0.01579350290146123,0.007851498299796675,0.486
Daily incidence,8,treatment_minus_control,ink,far,ink - Control,-0.004569969688995108,0.005573267810833749,-0.016769144288319493,0.005439094996331867,0.382
Daily incidence,9,far_minus_close,bracelet,far - close,bracelet Far - Close,0.017636141923686753,0.006959734089139913,0.004477389669175697,0.03129207157143484,0.014
Daily incidence,9,far_minus_close,calendar,far - close,calendar Far - Close,-0.0026567665871148564,0.00423786087474896,-0.010630521666391878,0.0058483914209145295,0.532
Daily incidence,9,far_minus_close,control,far - close,control Far - Close,0.0019733483466084674,0.006785466823104276,-0.011182695516588518,0.015868400488479463,0.792
Daily incidence,9,far_minus_close,ink,far - close,ink Far - Close,0.010516114857108298,0.0070717231744954,-0.00276971520071246,0.02423469568319883,0.146
Daily incidence,9,level,bracelet,close,NA,0.015017573197855258,0.0036585787454914225,0.008556480535623275,0.02275909586539037,0
Daily incidence,9,level,calendar,close,NA,0.014342832758654828,0.0031615034030113,0.008381859309288324,0.021040734733653543,0
Daily incidence,9,level,control,close,NA,0.01574799189434395,0.00391014158986939,0.009052797023971377,0.024733956819682365,0
Daily incidence,9,level,ink,close,NA,0.016808190698762986,0.0033909434395174333,0.010147319343342584,0.023769367828415013,0
Daily incidence,9,level,bracelet,far,NA,0.03265371512154201,0.005817480368391699,0.021798022495206806,0.04444091972058197,0
Daily incidence,9,level,calendar,far,NA,0.011686066171539972,0.002895492837383003,0.006404527922467382,0.01776465146785345,0
Daily incidence,9,level,control,far,NA,0.017721340240952416,0.005387038906623283,0.008238041040781081,0.029996483402969655,0
Daily incidence,9,level,ink,far,NA,0.027324305555871283,0.006239817258981952,0.015410230871386614,0.040019989323845054,0
Daily incidence,9,signal_minus_no_signal,signal,close,Any Signal - No Signal,8.674696218097348e-4,0.0036205878752041867,-0.0057188034607713175,0.008030049772360456,0.842
Daily incidence,9,signal_minus_no_signal,signal,far,Any Signal - No Signal,0.015285307132460456,0.005267979999502143,0.004802371936977185,0.025143302062792708,0.006
Daily incidence,9,signal_minus_no_signal,signal,far - close,Any Signal - No Signal,0.01441783751065072,0.00632095219179218,0.001960940036511401,0.026236457105101713,0.016
Daily incidence,9,treatment_distance_interaction,bracelet,far - close,(bracelet - Control) Far - Close,0.01566279357707829,0.009580548879537267,-0.0026052372893308404,0.03556004530866179,0.104
Daily incidence,9,treatment_distance_interaction,calendar,far - close,(calendar - Control) Far - Close,-0.004630114933723324,0.008110024827351422,-0.021768248026941543,0.010143283356951253,0.552
Daily incidence,9,treatment_distance_interaction,ink,far - close,(ink - Control) Far - Close,0.00854276651049983,0.009919614970281211,-0.011648005064762478,0.02867086348522164,0.416
Daily incidence,9,treatment_minus_control,bracelet,close,bracelet - Control,-7.304186964886914e-4,0.005366543768491121,-0.011185467747627536,0.009665905078417376,0.868
Daily incidence,9,treatment_minus_control,calendar,close,calendar - Control,-0.001405159135689121,0.004955783754605151,-0.011719177954875468,0.008085386279703635,0.808
Daily incidence,9,treatment_minus_control,ink,close,ink - Control,0.0010601988044190366,0.005247842001819316,-0.00949734134266362,0.011534064629968773,0.84
Daily incidence,9,treatment_minus_control,bracelet,far,bracelet - Control,0.014932374880589596,0.007808942201413219,4.390110425280058e-4,0.030942784131050022,0.044
Daily incidence,9,treatment_minus_control,calendar,far,calendar - Control,-0.006035274069412445,0.006136225827691182,-0.02066247385350885,0.004979703212083543,0.298
Daily incidence,9,treatment_minus_control,ink,far,ink - Control,0.009602965314918867,0.008290551451121847,-0.007623025008456657,0.025159278304631237,0.286
Daily incidence,10,far_minus_close,bracelet,far - close,bracelet Far - Close,0.0038886125539814263,0.006936161199214633,-0.008871275266839968,0.018116662707934408,0.58
Daily incidence,10,far_minus_close,calendar,far - close,calendar Far - Close,-0.0027289612870324623,0.005752215403425051,-0.014506194345472524,0.009021478944510051,0.664
Daily incidence,10,far_minus_close,control,far - close,control Far - Close,-0.004432072293356355,0.0062531813709798415,-0.016888549896804307,0.008100738546787974,0.44
Daily incidence,10,far_minus_close,ink,far - close,ink Far - Close,0.009831696629483015,0.007439608383571112,-0.005379006070719411,0.023703178969595846,0.19
Daily incidence,10,level,bracelet,close,NA,0.019940260764849355,0.004186182611486779,0.012630598355269664,0.02881973800421608,0
Daily incidence,10,level,calendar,close,NA,0.016926558515106663,0.0038317203481323912,0.01035446118422145,0.02539230709012136,0
Daily incidence,10,level,control,close,NA,0.018846036181755083,0.004779100435306281,0.010055482358468261,0.02871894811945554,0
Daily incidence,10,level,ink,close,NA,0.017181843015822294,0.005439246177319468,0.008947900496304452,0.030365266750044865,0
Daily incidence,10,level,bracelet,far,NA,0.02382887331883078,0.005520183829718175,0.014248407141656523,0.03611448532903085,0
Daily incidence,10,level,calendar,far,NA,0.014197597228074201,0.004168089092076135,0.006834892795560539,0.023278683385615576,0
Daily incidence,10,level,control,far,NA,0.014413963888398728,0.004099934150526062,0.007480914556334148,0.023989852779876412,0
Daily incidence,10,level,ink,far,NA,0.02701353964530531,0.005084182957732633,0.01842111908686166,0.037997261768861645,0
Daily incidence,10,signal_minus_no_signal,signal,close,Any Signal - No Signal,6.747545419049511e-4,0.004696908511589556,-0.008158357917933491,0.010589621689762501,0.918
Daily incidence,10,signal_minus_no_signal,signal,far,Any Signal - No Signal,0.011115425923831582,0.00471413790869014,0.002015648738716197,0.020512200479417913,0.018
Daily incidence,10,signal_minus_no_signal,signal,far - close,Any Signal - No Signal,0.010440671381926631,0.006567728546830277,-0.0028033197549955117,0.02312836291739091,0.104
Daily incidence,10,treatment_distance_interaction,bracelet,far - close,(bracelet - Control) Far - Close,0.008320684847337782,0.008903678150343663,-0.008368236017658522,0.026186165485877773,0.312
Daily incidence,10,treatment_distance_interaction,calendar,far - close,(calendar - Control) Far - Close,0.001703111006323893,0.008560968628663623,-0.014697500057444898,0.018011269128622807,0.784
Daily incidence,10,treatment_distance_interaction,ink,far - close,(ink - Control) Far - Close,0.01426376892283937,0.010168676282028888,-0.005939635866125087,0.03367720002381712,0.146
Daily incidence,10,treatment_minus_control,bracelet,close,bracelet - Control,0.001094224583094272,0.006351974856954349,-0.01081997649669106,0.013327558088102542,0.862
Daily incidence,10,treatment_minus_control,calendar,close,calendar - Control,-0.0019194776666484198,0.006118733797125864,-0.014126587642177715,0.00984840983449235,0.746
Daily incidence,10,treatment_minus_control,ink,close,ink - Control,-0.0016641931659327897,0.00758055980724444,-0.015255218412192734,0.014538612911604396,0.76
Daily incidence,10,treatment_minus_control,bracelet,far,bracelet - Control,0.009414909430432054,0.00686508150250287,-0.00423893598032506,0.022769208075947987,0.148
Daily incidence,10,treatment_minus_control,calendar,far,calendar - Control,-2.1636666032452678e-4,0.005934556847274993,-0.011101826684994431,0.011949389437185393,0.992
Daily incidence,10,treatment_minus_control,ink,far,ink - Control,0.01259957575690658,0.006614210067705403,-0.001056205140023989,0.026627844961940532,0.064
Daily incidence,11,far_minus_close,bracelet,far - close,bracelet Far - Close,0.01437391993421684,0.006615003725040619,0.0011948021056838965,0.02660493217477493,0.032
Daily incidence,11,far_minus_close,calendar,far - close,calendar Far - Close,6.349739021118059e-4,0.005942681817716233,-0.012054868899809784,0.011114738771408622,0.782
Daily incidence,11,far_minus_close,control,far - close,control Far - Close,5.427357626646215e-4,0.006973646560520348,-0.014525789640645131,0.012596182296125746,0.912
Daily incidence,11,far_minus_close,ink,far - close,ink Far - Close,0.00636082117882621,0.006927230672648156,-0.006340861510911992,0.02149931906393915,0.354
Daily incidence,11,level,bracelet,close,NA,0.014740525602955837,0.0041038636897186365,0.007280171993917572,0.023623646687544048,0
Daily incidence,11,level,calendar,close,NA,0.01866765288775469,0.0048196589325893956,0.011214564375312179,0.03030548366363529,0
Daily incidence,11,level,control,close,NA,0.018830347739347504,0.0056717135560156685,0.009671027497834262,0.03169812733550533,0
Daily incidence,11,level,ink,close,NA,0.016787971065188874,0.0030587774418320175,0.010586304335390019,0.022612108005216812,0
Daily incidence,11,level,bracelet,far,NA,0.029114445537172677,0.005035541815009972,0.019266157174200736,0.038736270876258146,0
Daily incidence,11,level,calendar,far,NA,0.019302626789866495,0.003413791898773189,0.012894912863366184,0.02616496833717106,0
Daily incidence,11,level,control,far,NA,0.019373083502012126,0.003910996755746264,0.012256793521018241,0.02718650678586834,0
Daily incidence,11,level,ink,far,NA,0.023148792244015084,0.006175424137164168,0.011877714732649388,0.035751109121773365,0
Daily incidence,11,signal_minus_no_signal,signal,close,Any Signal - No Signal,-0.002984751979478742,0.004373172367512334,-0.012302668872562447,0.004764552456912156,0.454
Daily incidence,11,signal_minus_no_signal,signal,far,Any Signal - No Signal,0.0067937637446545684,0.004739080117972295,-0.0021825937924616692,0.016161825597543075,0.166
Daily incidence,11,signal_minus_no_signal,signal,far - close,Any Signal - No Signal,0.00977851572413331,0.0065121665684302775,-0.002622026351025153,0.022420045058830673,0.114
Daily incidence,11,treatment_distance_interaction,bracelet,far - close,(bracelet - Control) Far - Close,0.013831184171552218,0.00968020504179358,-0.0035138901732955116,0.03445648487624273,0.138
Daily incidence,11,treatment_distance_interaction,calendar,far - close,(calendar - Control) Far - Close,9.22381394471844e-5,0.009294993835249803,-0.017045866420156666,0.019618470853639738,0.93
Daily incidence,11,treatment_distance_interaction,ink,far - close,(ink - Control) Far - Close,0.0058180854161615884,0.00985555993063779,-0.012454429847055876,0.026648987123582882,0.552
Daily incidence,11,treatment_minus_control,bracelet,close,bracelet - Control,-0.004089822136391667,0.0070034767904140075,-0.019015345505284276,0.008341419693859925,0.486
Daily incidence,11,treatment_minus_control,calendar,close,calendar - Control,-1.6269485159281505e-4,0.007638369761489444,-0.01567783521590385,0.015588795494828923,0.92
Daily incidence,11,treatment_minus_control,ink,close,ink - Control,-0.0020423766741586302,0.0065492836958083315,-0.016313788386198843,0.009242755071054456,0.744
Daily incidence,11,treatment_minus_control,bracelet,far,bracelet - Control,0.009741362035160551,0.006334739103981264,-0.0027099839207999185,0.02200322480372934,0.122
Daily incidence,11,treatment_minus_control,calendar,far,calendar - Control,-7.045671214563065e-5,0.005333060253097294,-0.010691947087694971,0.010122532105080613,0.95
Daily incidence,11,treatment_minus_control,ink,far,ink - Control,0.0037757087420029582,0.00730490757680629,-0.01043752777922641,0.01865495435868745,0.642
Daily incidence,12,far_minus_close,bracelet,far - close,bracelet Far - Close,0.008536028220314764,0.008160580037311347,-0.009186375958891607,0.023454712123822555,0.276
Daily incidence,12,far_minus_close,calendar,far - close,calendar Far - Close,-0.0012753046372066187,0.00875681399146193,-0.019773795954414707,0.016812301583512646,0.848
Daily incidence,12,far_minus_close,control,far - close,control Far - Close,-0.0011907260112127942,0.007320085584322287,-0.016146854644163138,0.013961163782848932,0.874
Daily incidence,12,far_minus_close,ink,far - close,ink Far - Close,0.011431893674199745,0.00784454145143147,-0.0021432670115936097,0.029624140604723046,0.108
Daily incidence,12,level,bracelet,close,NA,0.02123781825197949,0.006369916459698807,0.012018255839729982,0.03688625719707432,0
